t,dt,x,y,delta,speed,location,dialog_open,bag_open,target,panel_size,event
0.00,171,-502,0.0,Stone City,0,0,,0,
0.05,171,-502,0.0,Stone City,0,0,,0,
0.10,172,-503,1.4,Stone City,0,0,,0,
0.15,172,-503,0.0,Stone City,0,0,,0,
0.20,174,-504,2.2,Stone City,0,0,,0,
0.25,174,-504,0.0,Stone City,0,0,,0,
0.30,175,-504,1.0,Stone City,0,0,,0,
0.35,175,-504,0.0,Stone City,0,0,,0,
0.41,176,-505,1.4,Stone City,0,0,,0,
0.46,176,-505,0.0,Stone City,0,0,,0,
0.51,176,-505,0.0,Stone City,0,0,,0,
0.56,176,-505,0.0,Stone City,0,0,,0,
0.61,176,-506,1.0,Stone City,0,0,,0,
0.66,176,-508,2.0,Stone City,0,0,,0,
0.71,176,-508,0.0,Stone City,0,0,,0,
0.76,176,-508,0.0,Stone City,0,0,,0,
0.81,177,-509,1.4,Stone City,0,0,,0,
0.86,177,-510,1.0,Stone City,0,0,,0,
0.91,177,-510,0.0,Stone City,0,0,,0,
0.96,177,-510,0.0,Stone City,0,0,,0,
1.01,177,-511,1.0,Stone City,0,0,,0,
1.06,177,-513,2.0,Stone City,0,0,,0,
1.11,177,-513,0.0,Stone City,0,0,,0,
1.16,177,-513,0.0,Stone City,0,0,,0,
1.22,178,-514,1.4,Stone City,0,0,,0,
1.27,178,-515,1.0,Stone City,0,0,,0,
1.32,178,-515,0.0,Stone City,0,0,,0,
1.37,178,-516,1.0,Stone City,0,0,,0,
1.42,178,-516,0.0,Stone City,0,0,,0,
1.47,178,-516,0.0,Stone City,0,0,,0,
1.52,178,-516,0.0,Stone City,0,0,,0,
1.57,178,-516,0.0,Stone City,0,0,,0,
1.62,178,-516,0.0,Stone City,0,0,,0,
1.67,178,-516,0.0,Stone City,0,0,,0,
1.72,178,-516,0.0,Stone City,0,0,,0,
1.77,178,-516,0.0,Stone City,0,0,,0,
1.82,178,-516,0.0,Stone City,0,0,,0,
1.87,178,-516,0.0,Stone City,0,0,,0,
1.92,178,-516,0.0,Stone City,0,0,,0,
1.97,178,-516,0.0,Stone City,0,0,,0,
2.02,178,-516,0.0,Stone City,0,0,,0,
2.07,178,-516,0.0,Stone City,0,0,,0,
2.12,178,-516,0.0,Stone City,0,0,,0,
2.17,178,-516,0.0,Stone City,0,0,,0,
2.22,178,-516,0.0,Stone City,0,0,,0,
2.28,178,-516,0.0,Stone City,0,0,,0,
2.33,178,-516,0.0,Stone City,0,0,,0,
2.38,178,-516,0.0,Stone City,1,0,,0,
2.43,178,-516,0.0,Stone City,1,0,,0,
2.48,178,-516,0.0,Stone City,1,0,,0,
2.53,178,-516,0.0,Stone City,1,0,,0,
2.58,178,-516,0.0,Stone City,1,0,,0,
2.63,178,-516,0.0,Stone City,1,0,,0,
2.68,178,-516,0.0,Stone City,1,0,,0,
2.73,178,-516,0.0,Stone City,1,0,,0,
2.78,178,-516,0.0,Stone City,1,0,,0,
2.83,178,-516,0.0,Stone City,1,0,,0,
2.88,178,-516,0.0,Stone City,1,0,,0,
2.93,178,-516,0.0,Stone City,1,0,,0,
2.98,178,-516,0.0,Stone City,1,0,,0,
3.03,178,-516,0.0,Stone City,1,0,,0,
3.08,178,-516,0.0,Stone City,1,0,,0,
3.13,178,-516,0.0,Stone City,1,0,,0,
3.18,178,-516,0.0,Stone City,1,0,,0,
3.23,178,-516,0.0,Stone City,1,0,,0,
3.29,178,-516,0.0,Stone City,1,0,,0,
3.34,178,-516,0.0,Stone City,1,0,,0,
3.39,178,-516,0.0,Stone City,1,0,,0,
3.44,178,-516,0.0,Stone City,1,0,,0,
3.49,1372,-418,1198.0,Stone City,1,0,,0,SALTO 1198 unidades a 23713 u/s
3.54,1372,-418,0.0,Stone City,1,0,,0,
